"WT_DW_1"	"WT_DW_2"	"WT_DW_3"	"WT_JA__10"	"WT_JA__11"	"WT_JA_4_28"	"WT_DW_41"	"WT_JA_41"	"myb47_95DW6_21"	"myb47_95JA6_31"	"myb47_95JA7_32"	"myb47_95JA9_24"	"myb47_95_DW5_27"	"myb47_95_DW__7"	"myb47_95DW_41"	"myb47_95JA_41"	"mycTKO_DW_4"	"mycTKO_DW_5"	"mycTKO_DW_6_20"	"mycTKO_DW_41"	"mycTKO_JA_13"	"mycTKO_JA_14"	"mycTKO_JA_15"	"mycTKO_JA_41"
"AT5G38610"	13.001	25	21	27	30.051	27.002	10	4.005	17.014	12	30	41	35.783	17	12	2	17	6.003	15.132	0	5	7	7	0
"AT5G38630"	594.178	641	679.009	511.035	523.913	665.213	308.365	311.967	415.417	541.425	435.292	312.72	366.469	519	345.774	312.981	571.887	533.344	515.019	408.221	518.189	435.084	348.689	283.144
"AT5G38640"	576.929	694	730.175	402.724	438.596	143.989	467.706	391.867	695.223	515.269	487.852	450.204	557.409	561.036	495.578	393.235	928.193	725.724	528.087	506.25	704.438	749.908	647.291	461.497
"AT5G38650"	1170.56	1293.731	1267.689	1191.534	1140.715	1102.619	791.442	1464.839	873.351	1324.093	1180.411	1104.91	1504.179	1117.066	979.288	1482.617	1276.286	1250.788	1122.795	927.77	1323.749	1232.513	955.41	1026.873
"AT5G38660"	3720.78	3934.233	3687.652	2680.149	2619.206	3202.671	5112.447	3767.129	2664.651	2831.17	4770.223	3256.694	4057.176	3546.573	6009.997	2947.619	5063.026	4606.78	3465.355	6337.758	4016.507	3967.484	2680.683	4651.62
"AT5G38690"	225.788	188	192.001	221.931	206.579	195.328	145.587	160.822	246.712	204.475	224.433	200.069	249.599	236.28	163.081	162.454	395.783	363.543	248.314	277.088	296.535	333.341	230.025	197.678
"AT5G38700"	0	0	1	8	17	11	297.125	0	14	8	0	0	0	4	95	0	1	8	7	108.518	4	3	5	1
"AT5G38710"	520.854	699.134	853.261	1927.348	1758.669	792.706	384.221	6263.976	189.763	1277.666	8495.714	8765.542	9967.527	189.002	661.712	5756.585	246.382	285.312	201.058	1043.038	696.487	794.244	683.201	1041.653
"AT5G38720"	259.942	303.03	284	268.891	262.03	294.446	241.146	218.211	346.83	249.246	228.072	136.388	170.052	330.749	329.516	161.174	507.006	454.887	401.038	428.007	416.393	327.017	300.054	300.138
"AT5G38730"	52.998	69	56	57.002	57.488	36.345	39.214	27	49.002	44.59	41	28	38	64	50	34	77	71.026	64.001	52.718	62	67	40	49
"AT5G38780"	69	76.962	83.028	88.087	74	96.916	23	191.839	28	59.773	156.006	133	174.26	22	69	241.009	21	38.002	35	33	44.008	24	13.002	39
"AT5G38830"	1155.739	1460.433	1487.559	1145.878	1054.29	862.422	751.652	1107.987	1053.925	1045.059	1289.861	1247.572	1451.556	1110.566	808.186	975.35	1509.817	1240.205	1104.592	920.534	1355.642	1328.27	1048.957	959.294
"AT5G38840"	660.563	793.019	758.049	647.332	574.843	564.55	536.111	542.988	672.035	511.383	501.097	449.106	527.5	597.569	477.154	485.989	974.54	763.663	636.174	660.796	772.544	759.542	675.154	543.525
"AT5G38850"	483.366	586.458	614.912	437.065	416.049	228.226	466.351	306.089	363.064	453.702	351.433	319.426	374.229	372.725	374.145	273.309	442.066	405.842	422.696	612.963	397.003	357.176	299.406	339.246
"AT5G38860"	230.002	263	208.998	154.445	163.973	166.891	211.329	117	208.799	169.22	79.427	64	89.591	197.927	155.04	123	290.081	278.553	217.217	238	204.601	174.001	160	153.261
"AT5G38880"	599.311	761.819	650.406	526.824	492.269	144	523.098	254	605.852	469.554	289.002	283.013	332.389	563.716	421.001	228.518	700.694	529.183	593.214	538.037	469.172	503.337	442.28	337.796
"AT5G38890"	147.137	186.032	180	165.954	179.277	264.212	153.062	118.001	204.124	169.817	214.426	122.001	153.244	208	159.076	120.009	302.906	255.124	202.403	221.898	271.771	277.554	225.873	172.503
"AT5G38895"	536.535	527.058	474.086	419.31	409.782	358	328.882	366.098	417.746	629.826	376.847	298.223	403.264	493.014	419.99	229.489	443.66	465.463	530.558	369.685	356.853	338.119	226.223	287.502
"AT5G38900"	1096.892	999.723	1126.783	795.477	799.165	741.425	79.058	78	125.379	221.65	216.659	153.003	167.114	214	202	246.758	709.279	725.968	215.49	330	899.647	666.112	491.397	523.741
"AT5G38940"	46.416	65	105	43.001	39.994	43	0	0	1	0	1	0	0	1	1	0	43	27.073	0	1	9.805	0	3	0
"AT5G38970"	42.574	37	32.001	8	11	2	84.639	0	89.018	7	1	0	0	62	56.054	0	66	67.012	78	45	10.029	9	7	11
"AT5G38980"	6977.384	7272.475	6106.863	3971.359	4513.719	7688.288	6774.337	1979.288	5623.612	6064.334	3973.5	2315.474	3196.448	6572.017	7974.989	1815.26	7026.992	6202.981	6754.823	7424.447	2229.691	2045.744	1288.011	2180.209
"AT5G38990"	3566.903	4832.045	4791.992	2621.635	2402.278	1953.299	3163.201	1372.176	2621.848	2653.146	2352.302	2192.43	2325.366	3340.546	3068.967	1159.683	3299.217	2721.658	2806.705	3849.638	1208.729	1284.566	1018.261	1253.566
"AT5G39000"	44.973	77.116	102.298	19.652	10.288	2.018	5.003	0	5.017	2.004	0	0	1.001	3.013	12.036	0	33.145	14.026	4.008	7.016	26.001	9.064	10.059	1.001
"AT5G39020"	796.381	993.645	1026.856	829.501	640.784	431.617	917.1	199.319	751.518	731.215	440.3	301.266	344.15	820.469	716.321	258.147	830.365	760.011	852.811	915.845	350.482	385.959	259.022	241.651
"AT5G39030"	1056.959	1323.056	1330.156	1368.099	1100.204	680.974	1617.064	824.917	1342.052	1034.986	864.159	903.952	1032.793	1066.874	1345.472	654.672	1257.695	1301.542	1077.203	2212.914	904.91	963.714	772.901	798.277
"AT5G39040"	1310.382	1685.909	1530.962	1113.565	1046.507	275.145	962.609	1133.132	1046.019	1044.952	1197.792	1225.041	1507.067	1203.362	945.332	1119.096	1524.333	1146.831	1129.547	1037.425	1143.856	1114.085	922.005	832.863
"AT5G39050"	1610.315	2036.367	1966.433	1325.636	1167.678	1426.453	376.575	3514.667	791.086	2163.774	3428.22	4994.067	6197.433	897.665	664.959	5163.29	834.256	831.687	821.058	628.929	1501.186	1511.782	1194.893	2040.384
"AT5G39080"	1023.359	1225.688	1156.876	880.618	907.35	948.396	564.017	918.908	1077.475	998.687	1159.737	869.288	1088.359	947.417	1145.165	780.035	1483.154	1396.871	836.349	1150.265	1712.063	1973.151	1425.928	1799.549
"AT5G39090"	183.019	248	241.35	192.249	166.484	197.224	68.033	600.192	98.193	199.25	443.299	483.016	619.781	127.088	112	368.647	228.972	217.486	145.214	103	267.499	255.987	164	233.274
"AT5G39160"	139.998	132.907	142.607	156.8	142.897	54.78	66.357	198.397	95.896	199.045	144.607	108.405	153.035	101.083	75.679	129.745	43.335	31.212	94.75	11.008	148.79	105.108	97.588	59.551
"AT5G39190"	371.873	273.963	420.628	409.022	413.888	201.289	127.022	885.061	274.353	504.633	413.018	311.498	501.424	242.222	216.861	469.561	114.194	131.79	202.339	49.982	349.807	332.051	339.402	200.779
"AT5G39210"	362.594	324.011	342.493	165.128	149.532	427.691	836.45	307.402	261.419	227.157	345.794	247.828	332.699	417.987	957.838	169	405.547	297.022	320.022	993.78	88.477	61.045	44.039	233.961
"AT5G39250"	183.67	254.1	228	209.858	223.336	168.842	174.627	211.207	193.58	185.538	242.281	184.289	258.121	214.101	177.181	177.569	250	232.838	252.361	245.101	237.748	235.924	168.088	222.138
"AT5G39320"	139.856	210.658	155.711	190.904	248.422	83	184.341	62	246.465	192.948	266.908	127.581	131.321	314.326	151.049	34.027	240	172.589	301.924	108	174.713	219.281	162.012	93
"AT5G39340"	668.462	692.738	561.487	595.053	589.869	776.312	722.254	600.873	607.595	613.849	623.766	528.906	503.412	629.022	589.269	481.567	743.974	709.646	735.899	677.394	606.077	520.002	349.878	444.793
"AT5G39350"	62.988	103	98	109.746	72	25	127.969	87.012	113.593	52.001	64.032	93	68	81	67	39	139	94.202	77	90	72.33	74.004	63	51.853
"AT5G39360"	406.478	418.128	395.147	466.039	407.668	387.17	352.324	414.027	313.078	390.579	507.177	382.044	484.395	362.721	320.612	428.62	435.586	381.28	420.694	347	413.134	386.893	295.186	356.836
"AT5G39380"	68	81.227	76	65.007	68.981	42.634	63.565	50	79.003	55	75.955	63	58.008	82	98.022	51	91	62.031	76	80	65.028	52.758	54	63
"AT5G39410"	493.999	586.096	481.955	387.83	449.079	387.802	556.719	240	815.764	568.41	589.368	528.956	599.915	798.867	534.997	312.833	770.044	675.047	834.832	712.856	563.384	536.376	457	466.19
"AT5G39450"	415.848	464.275	407	343.299	327.958	281.374	151.205	98	262.927	368.337	170.097	158.047	151.37	333.671	212.35	103.158	327	329.154	356.123	183	241.82	180	149	114
"AT5G39471"	2	15	8	6	12	7	18	5	8	18	16.046	24	36	12	13	11	11	12.017	13	4	4	5	4	1
"AT5G39500"	827.165	1121.363	1080.793	774.717	728.14	489.595	772.005	560.051	976.112	669.417	599.818	609.452	677.042	845.389	653.702	575.542	1160.207	1001.963	920.333	1008.071	942.348	1039.596	818.997	672.478
"AT5G39510"	2222.005	2724.7	2447.347	2014.709	2130.645	1826.029	1809.604	2322.769	2047.529	2153.1	1923.954	1640.499	2224.512	2366.028	2000.99	2098.75	3051.241	2631.838	2160.164	1736.925	2220.273	2372.321	1841	1799.983
"AT5G39520"	1375.053	1418.324	1977.975	2111.224	927.326	871.069	13.001	2320.148	287.992	831.238	264.131	459.111	708.692	600.674	92.012	1761.438	219.985	228.812	512.57	91	338.107	192.009	223	190.02
"AT5G39530"	887.452	901.872	780.222	644.032	773.876	864.241	1375.684	822.242	635.746	655.715	581.143	296.487	361.746	883.093	1256.437	372.157	682.038	617.839	809.553	1128.645	235.866	225	189	409.55
"AT5G39550"	34.914	53	44	40.02	48	28	50.041	31	62.184	39.014	47.154	34	32.001	50	39.485	20.68	128.788	91.01	76.849	67	69	60.003	64	20
"AT5G39570"	8100.611	12625.369	11254.937	7532.026	7344.591	7560.331	7949.298	6608.033	12209.442	8063.157	6831.358	6203.184	7267.388	15017.074	8001.861	5190.743	15567.928	9510.324	11518.031	8202.877	8728.842	7544.816	9251.866	6808.218
"AT5G39580"	845.275	1782.227	2130.219	4525.185	1792.143	2091.183	53	4	70.137	27.868	8	7	13	76	30.013	27	201.874	254.611	70	65	148.084	98.269	74.014	10.026
"AT5G39590"	2915.866	3121.7	3403.311	3086.024	2442.393	3207.946	2003.188	3751.245	1902.452	2313.106	2610.284	2850.929	3238.154	2261.239	1646.787	2764.234	2476.405	2181.082	2283.023	1956.291	1896.197	1670.178	1511.034	1191.268
"AT5G39600"	391.415	398.505	403.698	315.644	334.36	707.239	312.712	225.221	369.564	411.919	278.581	205.999	275.333	349	287.192	267.308	483.662	402.717	400.842	394	411.121	426.523	315.58	338.056
"AT5G39610"	2963.533	3120.561	3243.122	1576.633	1428.065	1507.471	74.546	2310.712	1586.047	1734.077	1756.714	2350.124	2665.906	1138.352	191.17	2847.582	1082.133	1439.22	1327.178	143.697	1876.72	1594.499	1323.159	1595.933
"AT5G39660"	563.544	708.104	615.316	575.249	568.365	380.046	510.679	437.57	790.831	444.442	343.182	252.373	296.437	508.999	762.467	507.244	719.15	830.415	512.768	642.285	613.118	636.125	490.298	728.789
"AT5G39670"	1417.21	1144.96	1235.945	2438.149	1813.4	2929.386	876.337	94	1291.637	1272.533	600.336	124.192	157.372	880.002	1688.636	103.197	1222.024	1839.729	1149.175	1584.727	912.57	690.69	495.126	449.975
"AT5G39680"	18.001	36	27	22.949	10	3	23	21	18	22.006	27.045	14	26	15	28	14.146	31	29	23	42	12	29	9	6
"AT5G39710"	236.294	250	251.206	186.081	146.113	31	235.215	88	233.151	119.467	119.264	119	121.735	224.987	183.732	74	387.331	285.573	213.217	239.006	183.417	189.614	163	117.775
"AT5G39730"	1105.791	1151.948	1120.533	1103.338	1150.89	1949.592	1059.325	1429.392	910.605	1205.543	1503.318	1154.022	1426.471	1383.94	1209.025	1244.614	1406.132	1192.929	1453.546	971.022	1258.023	1097.009	833.341	982.562
"AT5G39740"	5619.035	6876.755	6793.209	5576.888	5355.239	4490.301	4525.809	3161.569	6209.098	5113.958	4107.347	3337.294	3983.057	7437.357	5266.922	3548.724	11365.391	8303.838	6102.14	6061.112	8614.134	9851.29	7572.343	6069.584
"AT5G39760"	631.321	782.09	672.027	482.76	428.795	154.999	456.099	484.047	517.987	641.653	648.955	651.404	816.558	475.608	503.098	511.308	653.01	506.567	433.585	457.554	536.85	552.87	372	329.217
"AT5G39785"	474.899	494.959	500.603	679.066	601.362	517.37	1418.528	415.253	350.978	438.704	450.769	395.011	444.055	339	791.34	364.286	442.103	496.48	406.813	1277.377	406.414	313.906	247.483	371.029
"AT5G39790"	185	185	172.01	260.803	297.624	274.705	250.024	338	85.842	239.575	553.196	390	500.572	172.717	310.297	270.309	169	165.113	181.202	260.995	192.969	161.599	109.153	154.001
"AT5G39800"	169.02	163.333	133.363	179.688	203.568	115.762	136.262	185.978	159.305	223.731	209.098	119.286	153.953	197.35	187.868	168	170.012	170.718	234.061	178	187.999	164	100.998	129.129
"AT5G39830"	1317.047	1465.751	1301.569	896.088	792.206	497.625	2041.613	1059.75	984.121	827.84	1361.78	1118.91	1374.06	1437.902	2277.15	750.784	1634.446	1360.32	1370.233	2203.213	1051.102	1031.22	733.369	1063.256
"AT5G39840"	143.308	157.652	165	149.018	143.846	72	131.946	57.002	219.769	87	105	70.013	89.009	173	106.1	65	263	206.261	178.018	158	165.999	223.68	136	98
"AT5G39850"	436.382	427.081	445.001	425.754	432.663	1067.423	330.863	200	494.954	399.922	274	212.872	265.86	460.897	344.342	155	838.829	725.664	513.773	360	761.947	637.55	506.123	354.653
"AT5G39865"	16.056	33	19	21	12.202	13	10	7.032	18	18	15	9	13	30	1	19	9	21.409	32.054	10	12	5	8	11
"AT5G39900"	112.988	151	173.008	144.124	142.871	110	114.366	85	144.153	115.059	97.972	93	79.004	162	122	67.073	254	176.054	172.096	168.027	151.998	182	117	117.006
"AT5G39940"	367.32	317.88	308.253	306.032	288.247	138.09	354.727	153.004	273.369	247.021	251.004	181.001	242.117	265.161	311.883	154	344.001	330.482	320.461	385.874	236	250.999	177.08	187.018
"AT5G39950"	2176.981	2249.694	2075.465	1610.418	1685.921	6638.145	1697.567	1983.467	1446.865	1911.247	1507.045	964.51	1468.269	1427.01	1905.475	1730.832	2204.975	1696.499	1262.191	1448.014	1497.36	1478.757	1117.174	1239.647
"AT5G39960"	159.097	211.521	183	138.779	129.196	103	226.777	89	204.703	118.229	82.979	87	72.995	218.997	135	61	296.089	240.594	208.452	215.001	220.037	212.216	176	133.495
"AT5G39970"	177.749	269.131	222	125.037	133.002	27.003	23.241	6	72.341	46.012	12	8	8.001	66	32.007	12	115.569	113.015	86	51.003	66.953	43	65.076	18
"AT5G39980"	125.016	141	130	117.68	110.449	70.001	136.341	63	121.221	110.022	157.048	118	143.235	149	137	54	150	137.732	143.186	191	101.089	125	76	68.012
"AT5G39990"	474.802	470.551	462	446.178	426.09	334	347.815	278	433.55	361.356	338.422	294.175	357.535	391.007	395.494	320.52	604.001	560.662	454.201	459.429	557.334	507.234	397.973	378.357
"AT5G40010"	29.034	21	43	11.012	18	5	7.002	30	13	22	24.001	8	7	9	5	0	13	13.51	10	8	9.004	1	1	2
"AT5G40020"	10	6	12	8.012	10	1	0	4	8	9	56	44	59.494	6	2	8	16	2	11	1	5.003	3	3	3
"AT5G40060"	703.782	830.942	722.282	477.369	463.342	171	855.365	377.992	658.762	410.119	334.062	327.758	368.401	579.119	800.79	418.065	808.465	710.234	575.811	1123.687	448.728	484.263	342	472.259
"AT5G40080"	90.059	93	75	94.057	101.365	107.897	105.151	70	86.101	107.458	62	49	45.992	108	134	44.996	154.095	119.164	137.633	119.435	142.002	105.004	86	81.456
"AT5G40110"	1.001	1	3	8.345	7.955	6.734	0	221.031	0	4.737	14.418	15.781	17.606	0	0	54.903	0	0	0	0	0	0	0	0
"AT5G40140"	210.991	256	205.608	153.673	156.552	154.033	200.168	112	259.558	146.652	157.803	147.949	143.525	207.238	191.779	92	259.341	223.084	249.804	312.575	158.124	145.171	128	152.098
"AT5G40150"	122.302	154	130.076	111.307	121.48	216.092	330.824	27	243.094	118.237	51.568	46	57.002	212.885	276	18	216	207.9	229.203	342	85.123	120	77	56
"AT5G40160"	519.729	535.205	539	440.906	505.796	437.252	640.051	346.453	552.345	441.586	648.453	452.226	552.639	668.664	792.225	381	863.501	639.014	761.599	678	618.609	565.686	444.75	436.403
"AT5G40170"	2490.319	2905.145	2784.383	2584.378	2392.005	981.319	1933.762	1927.355	2425.306	2266.481	2337.026	2581.326	2795.642	1979.311	1745.764	2398.442	2631.054	2388.944	2163.173	2371.793	2194.717	2207.433	1662.33	1558.696
"AT5G40190"	470.902	547.897	533.901	398.819	398.345	837.168	370.213	419.711	519.327	474.152	405.277	309.993	374.785	488.001	365.775	348.23	661.088	515.801	468.937	435.864	517.904	493.763	380.012	365.259
"AT5G40200"	894.525	986.029	954.31	797.793	793.646	641.604	576.428	680.013	801.117	718.716	748.113	724.478	831.48	764.977	575.434	626.781	1213.309	1027.073	819.328	806.008	997.247	984.99	785.064	654.688
"AT5G40210"	6	14	7	43.027	50	18	25.089	380.5	2	68.895	227.017	225	337.248	9	60.068	439.268	6	11	12	35	20.02	11	21	36
"AT5G40230"	145.246	146	159	58.007	62.082	69.649	9	44	33.001	57.389	20.341	25	23	45	20.012	69	68	54	41	52	43.001	28	24	21
"AT5G40240"	1429.772	1492.211	1546.129	1266.202	1140.815	837.519	330.501	1436.721	546.773	1024.062	798.833	1056.703	1273.447	551.146	506.437	1986.456	999.475	950.187	689.956	606.056	1239.127	990.084	732.655	841.509
"AT5G40250"	436.966	412.559	389	375.017	387.585	246.055	383.563	468.885	373.139	343.87	429.066	431.331	510.592	380.246	365	381.989	327.043	337.103	422.042	385.155	316.922	257	209	269.312
"AT5G40270"	235.87	256.001	245.55	223.972	204.194	149.425	180.398	244	231.095	160.988	202.57	235.467	218.282	210.007	208.53	197	291.463	251.667	224.122	223.203	199.047	200	133	163.986
"AT5G40280"	417.619	466.401	469.03	323.359	285.864	189.012	320.999	246	358.398	347.741	208.19	189.028	219.719	399.262	245.336	147	519.289	430.182	323.212	275.187	339.953	310.147	268.5	257.781
"AT5G40300"	411.945	398.67	398.104	372.72	283.572	116.967	398.385	346.955	368.909	384.578	287.17	240.38	273.986	454.558	403.725	272	476.253	406.268	456.33	408.656	422.092	408.052	280.002	285.732
"AT5G40330"	24.018	35	22	25	31.171	10	46.987	22	35	18	30	35	28.003	25	38.007	17	15	15	17	25	14.037	11	11	16
"AT5G40340"	972.023	1306.498	1218.148	1069.167	986.403	1183.798	1665.235	1609.13	1206.552	874.853	1154.218	1181.363	1263.118	1174.105	1044.943	1424.584	1180.309	1038.832	1253.045	1514.102	1106.492	1081.494	1001.13	1201.438
"AT5G40348"	0	0	0	0	11.003	5	0	346.845	0	12	145.999	196.075	301.158	0	0	3225.755	0	0	0	0	0	0	0	0
"AT5G40350"	0	0	0	2	2	1	0	66	0	2	21	40.081	70	0	0	202.205	0	0	0	0	0	0	0	0
"AT5G40370"	4122.272	5270.95	4751.846	3836.591	4143.557	12401.208	3964.758	9309.527	3638.535	6054.266	6344.173	4862.643	6549.388	5281.301	4359.751	7350.03	6423.077	4174.708	4238.461	4160.445	4438.768	4806.531	3785.926	4141.825
"AT5G40380"	200.926	255.076	203.002	109.79	153.464	29	319.026	10	289.026	137.243	14.001	4	12	386.527	344.024	3	256.798	212.148	353.327	251.358	122.021	140.035	96.004	158.637
"AT5G40390"	289.054	508.63	417.263	164.746	165.172	108	309.617	31	347.841	167.256	140.538	76.011	81.217	362.01	403.277	8	420.187	337.758	384.929	333.168	138.232	136	84	97
"AT5G40400"	93.043	104.001	85.23	85.165	68	84	64.059	69.273	86.089	61.535	60	50	49.889	86	90.084	67.001	99.299	109.054	94	125.631	76	92	64	55
"AT5G40405"	45.001	42	44	32.263	41.004	17.006	30.111	20	40.067	31	31	25.795	30.962	56	51	32	44	49.185	42.973	46	32.372	42.002	42.006	18
"AT5G40410"	14	22	11	21	12.966	10	15	7	23	15	19	19	15.004	18	35	3	28	23	28	24	24.003	16	16	17
"AT5G40440"	247.25	277.166	274.519	243.075	270.244	119	313.733	254.002	155.38	279.998	310.595	308.019	324.4	230	243.961	117.034	301	260.373	307.714	239	240.938	185.015	126.993	88
"AT5G40450"	12305.522	19895.423	20062.772	10695.53	9246.8	4445.323	4558.403	3765.715	13548.755	7471.287	3213.884	4152.952	4590.786	9607.426	3722.361	6955.146	16053.974	11973.457	9701.029	7894.047	10847.75	13730.644	12922.107	10114.133
"AT5G40460"	18	20	18.001	59.017	63.062	123.252	125.888	70	44.416	36.003	79.966	68.266	65.793	16	98	81.999	37.07	66.133	29.005	148.017	88	96	51	115.693
"AT5G40470"	315.285	367.656	306	264.493	276.62	189.666	229.353	173	345.702	252.103	252.012	184.855	258.802	273.98	236.125	182.948	471.022	420.28	288.43	329.023	537.779	536.631	372.784	456.485
"AT5G40480"	742.332	999.302	1010.838	711.441	531.638	274.009	882.287	177.329	1344.798	585.678	370.041	334.899	363.918	920	565.849	198.277	1833.204	1359.113	961.142	1064.562	1060.903	1405.832	1102.386	544.987
"AT5G40490"	343.219	667.254	486.99	184.976	153.037	50	326.337	246.996	573.134	317.822	366.724	200	380.171	472.246	272.021	263	801.465	534.46	499.026	442.708	456.088	466.076	575.838	356.349
"AT5G40500"	238.491	231	234.827	215.699	216.008	161	367.324	655.185	203.298	210.542	274.599	171.704	237.704	266	425.016	301.603	332.029	354.176	212.952	363.632	199.949	190.291	122	277.564
"AT5G40510"	15	24	16.921	49.002	28	14	1	16	6	9	5	8	7	8	5	13	16.89	7	6	2	4	6.03	8	2
"AT5G40520"	341.091	425.411	379.181	324.52	361.662	257.873	353.597	337.969	333.358	345.882	275.119	270.04	298.812	282.027	288.128	291.968	417.756	398.661	395.003	354.011	305.969	316.348	231	200.046
"AT5G40530"	211.188	215.018	173.934	223.795	220.857	61.003	239.079	192.803	140.023	215.272	232.817	170.052	212.058	184.124	215.716	200.828	255	277.449	225	184.325	236.705	208	179.744	210.003
"AT5G40540"	111.969	98	111	121.07	98.635	172.012	187.585	30	86.024	119.68	107.508	57.621	65.072	109	109	13	65.029	53.63	114.112	113.416	57	41	28	29.003
"AT5G40550"	125.841	181.975	142	130.836	155.256	150	154.294	183	144.868	162.108	145.049	124.376	133.875	133.077	135.151	146.025	232.35	189.849	174.183	174.021	189.354	153.007	131.069	114.278
"AT5G40570"	57.998	57	40	39	44.006	89	58.39	68	64.975	51	30.001	33.111	50	78	68	80	86	59.014	65	54	49.002	68.002	49	94.968
"AT5G40580"	1027.842	1068.819	1064.297	828.881	829.14	1112.957	605.932	1143.359	790.53	987.941	1138.155	994.385	1382.984	979.11	687.652	792.871	1110.16	954.593	900.556	717.996	961.185	987.334	683	677.064
"AT5G40590"	186.542	297.393	534.011	61	41.708	283.931	1	0	6	1	0	0	1	5	0	0	181.519	97.468	6	2	38.672	18	23	6
"AT5G40600"	95	101.926	85	66.209	77.02	85.055	141.752	87	105.939	86.067	59.342	21	55	106.908	112.307	57	109	106.05	94.903	131	102	88.611	81	61
"AT5G40610"	317.044	336.068	301.007	367.715	317.267	705.45	400.869	113.001	587.844	336.009	241.112	128.956	146.031	351.569	306.765	190.495	750.466	651.838	373.759	661.999	940.733	926.612	744.305	771.817
"AT5G40640"	97.985	123.003	80.392	83.236	83.113	43	81.062	282.359	83.014	103.082	176.002	219.573	223.509	94.075	96	274.577	88.405	81.381	106.046	85.006	82.932	62	55	62.868
"AT5G40650"	657.409	666.834	773.868	797.236	798.318	1231.646	343.739	1141.297	678.857	998.562	1070.449	1046.123	1328.97	683.959	434.342	1398.668	960.2	813.113	692.094	525.783	1125.75	1137.545	876	947.895
"AT5G40660"	447.189	462.249	452.106	409.582	408.092	272.392	308.157	354	407.752	403.557	301.001	232.066	307.012	558.687	373.93	339.1	600.256	495.659	477.151	471.001	545.561	538.125	389.001	450.551
"AT5G40670"	1964.956	1948.334	1738.235	1520.277	1587.082	421.281	1935.794	2569.235	1192.007	1812.511	2140.748	1788.489	2393.886	2348.877	2716.531	2076.152	2438.818	2243.33	2232.483	2090.934	1990.872	1630.753	1191.916	2541.283
"AT5G40690"	663.678	805.636	748.703	579.477	436.342	1230.235	366.178	1971.557	645.778	650.544	610.229	808.263	1153.527	634.614	580.66	1468.3	463.903	388.167	463.945	639.463	338.45	284.366	261	421.494
"AT5G40700"	72	69	63	53.573	68	79	33.689	41	96.203	68.954	65.297	49.06	65.826	87	73.106	41	85.07	66.007	107	85.449	55.538	59	47	65
"AT5G40710"	261.245	229.245	177.061	247.678	249.47	74	225.188	133	215.747	243.668	177.002	139	184.749	263	195.812	178	231	245.306	325.641	214.241	203.481	186.075	152	177.995
"AT5G40720"	885.715	1136.437	1124.32	711.672	673.063	561.415	222.322	383.335	587.521	887.506	346.37	386.309	454.083	940	326.975	395.645	391.837	397.811	818.202	313.651	321.462	282.27	317.019	278.351
"AT5G40730"	36.993	34	63.39	80.032	57.988	109.553	12	9.304	7	12.024	11.002	11	11	9	1	9	14	9	9	7	13	13	9	12
"AT5G40740"	437.64	449	449.409	275.42	289.199	123.036	343.962	121.079	420.864	292.259	151.001	185.003	183.147	354	261.003	145	315.671	315.068	373.82	310.72	258.027	297.425	224.031	184
"AT5G40760"	777.164	934.302	1040.505	883.486	894.362	552.272	486.348	855.59	1007.856	1181.815	907.22	953.174	954.965	904.477	522.149	994.252	1558.546	1244.243	909.572	655.149	1802.48	1583.831	1407.696	1295.076
"AT5G40770"	1114.268	1489.203	1556.039	1233.853	1177.209	1992.074	1065.945	729.966	1534.703	1149.276	975.628	809.318	873.84	1760.972	1062.015	680.048	2755.963	1999.054	1544.33	1486.815	2286.463	2455.539	2026.168	1479.124
"AT5G40780"	5001.594	6128.253	6846.91	3315.073	2814.069	1014.837	1150.69	105	1908.103	1879.515	1399.241	492.092	666.894	2236.206	1624.303	128.971	4005.43	3783.768	2476.598	2374.361	2328.919	1533.888	1358.209	718.581
"AT5G40810"	2504.774	3121.694	2773.542	1983.22	1911.168	1730.822	2359.769	1904.297	2437.032	2152.247	2141.394	1801.992	2246.629	3086.752	2872.956	1702.669	3727.832	2945.536	2691.978	2689.458	2751.35	2851.619	2121.804	2111.914
"AT5G40820"	38.871	63	80	38.004	29.003	25	57.073	35	97	33.024	32.266	22.001	28.999	53	38	47	111	90.207	70.001	70.01	60.068	81	56	45
"AT5G40830"	233.193	262.048	243.04	215.866	231.167	190.981	392.642	82.904	311.706	285.758	200.003	143.363	143.554	392.328	292.407	60	326.032	392.351	462.513	350.298	238.234	239.171	170.269	148.972
"AT5G40840"	54.001	58	64	45	33	14	52	13	49.095	27.003	28.006	21	13	43	36	13	60	64.792	56.442	56	41.023	41.062	23	8.228
"AT5G40850"	1300.391	1376.009	1434.776	1443.518	1267.547	1390.321	2125.127	1313.854	2400.934	2065.428	1702.212	1342.501	1589.181	1747.036	1895.706	2071.874	2912.623	2452.174	1754.714	3117.39	4197.909	4165.784	3499.115	3213.161
"AT5G40870"	470.952	553.802	483.691	349.603	388.785	245.063	475.403	250.09	490.615	461.838	354.169	293.522	398.743	488.962	415.422	229	597.425	524.41	516.713	493.778	434.725	424.486	319.077	241.008
"AT5G40880"	340.167	372.006	388.665	222.223	220.104	83.787	117.011	121	234.396	259.894	166.63	161.02	166.346	263.841	214.003	144.135	298	212.045	240.001	205	180.738	164.915	125	157.608
